pole_id,lat,lon,feeder_id,dt_id,seq_on_line,parent_pole_id,pole_type,ward,pincode,device_id
P-c3b1c1,12.99166,77.609111,F-01-03,D-010301,42,P-67bc1a,LT-9m-Steel,W-049,560049,KSPDB-D-010301-P-c3b1c1
P-a1e322,12.991351,77.608771,F-01-03,D-010301,43,P-c3b1c1,LT-9m-PCC,W-027,560040,KSPDB-D-010301-P-a1e322
P-0e7d59,12.991137,77.608467,F-01-03,D-010301,44,P-a1e322,LT-8m-Steel,W-063,560028,KSPDB-D-010301-P-0e7d59
P-5fa0cc,12.990902,77.608107,F-01-03,D-010301,45,P-0e7d59,LT-9m-Steel,W-036,560039,KSPDB-D-010301-P-5fa0cc
P-d5b313,12.990589,77.607766,F-01-03,D-010301,46,P-5fa0cc,LT-9m-Steel,W-053,560057,KSPDB-D-010301-P-d5b313
P-2b1555,12.990326,77.607431,F-01-03,D-010301,47,P-d5b313,LT-8m-Steel,W-096,560022,KSPDB-D-010301-P-2b1555
P-349d12,12.990113,77.607087,F-01-03,D-010301,48,P-2b1555,LT-9m-Steel,W-018,560060,KSPDB-D-010301-P-349d12
P-a2b894,12.991874,77.609302,F-01-03,D-010301,49,P-c3b1c1,LT-9m-PCC,W-076,560065,KSPDB-D-010301-P-a2b894
P-28362a,12.991529,77.609356,F-01-03,D-010301,50,P-a2b894,LT-9m-Steel,W-017,560043,KSPDB-D-010301-P-28362a
P-30b1dd,12.998059,77.596679,F-01-03,D-010302,,,LT-8m-Steel,W-119,560099,KSPDB-D-010302-P-30b1dd
P-ce45e0,12.997892,77.59678,F-01-03,D-010302,,,LT-9m-Steel,W-042,560044,KSPDB-D-010302-P-ce45e0
P-0bbde9,12.997722,77.59682,F-01-03,D-010302,,,LT-9m-PCC,W-010,560027,KSPDB-D-010302-P-0bbde9
P-aedf0f,12.997805,77.596777,F-01-03,D-010302,,,LT-9m-Steel,W-014,560031,KSPDB-D-010302-P-aedf0f
P-226fd9,12.997915,77.596794,F-01-03,D-010302,,,LT-8m-Steel,W-060,560025,KSPDB-D-010302-P-226fd9
P-948755,12.998003,77.596745,F-01-03,D-010302,,,LT-9m-Steel,W-046,560036,
P-37746a,12.998111,77.596754,F-01-03,D-010302,,,LT-8m-Steel,W-040,560025,KSPDB-D-010302-P-37746a
P-bd4016,12.998253,77.596765,F-01-03,D-010302,,,LT-9m-PCC,W-021,560048,KSPDB-D-010302-P-bd4016
P-93304a,12.997554,77.596865,F-01-03,D-010302,,,LT-9m-Steel,W-090,560037,KSPDB-D-010302-P-93304a
P-7af3bf,12.997381,77.596925,F-01-03,D-010302,,,LT-8m-Steel,W-019,560041,KSPDB-D-010302-P-7af3bf
P-8d9d55,12.997173,77.596797,F-01-03,D-010302,,,LT-8m-Steel,W-051,560096,KSPDB-D-010302-P-8d9d55
P-d3d6e8,12.996917,77.596623,F-01-03,D-010302,,,LT-8m-Steel,W-034,560032,KSPDB-D-010302-P-d3d6e8
P-aade72,12.997265,77.597031,F-01-03,D-010302,,,LT-9m-PCC,W-052,560081,KSPDB-D-010302-P-aade72
P-1557d9,12.997128,77.597115,F-01-03,D-010302,,,LT-9m-Steel,W-071,560069,KSPDB-D-010302-P-1557d9
P-875048,12.997412,77.597229,F-01-03,D-010302,,,LT-9m-PCC,W-103,560025,KSPDB-D-010302-P-875048
P-47efbe,12.997656,77.597411,F-01-03,D-010302,,,LT-9m-PCC,W-008,560038,KSPDB-D-010302-P-47efbe
P-d98ef9,12.99703,77.597208,F-01-03,D-010302,,,LT-9m-PCC,W-026,560057,KSPDB-D-010302-P-d98ef9
P-1e8c3c,12.997049,77.597395,F-01-03,D-010302,,,LT-9m-Steel,W-081,560020,KSPDB-D-010302-P-1e8c3c
P-e933f3,12.997097,77.597556,F-01-03,D-010302,,,LT-9m-Steel,W-076,560019,KSPDB-D-010302-P-e933f3
P-f49382,12.997202,77.597733,F-01-03,D-010302,,,LT-9m-PCC,W-009,560092,KSPDB-D-010302-P-f49382
P-31571b,12.997288,77.597966,F-01-03,D-010302,,,LT-8m-Steel,W-104,560052,KSPDB-D-010302-P-31571b
P-6dd6dc,12.996891,77.597284,F-01-03,D-010302,,,LT-9m-PCC,W-006,560016,KSPDB-D-010302-P-6dd6dc
P-bcdfbc,12.996713,77.597333,F-01-03,D-010302,,,LT-9m-PCC,W-119,560060,KSPDB-D-010302-P-bcdfbc
P-f75354,12.996576,77.597434,F-01-03,D-010302,,,LT-8m-Steel,W-004,560064,
P-0d8a0b,12.996467,77.597471,F-01-03,D-010302,,,LT-9m-PCC,W-046,560033,
P-c95b8b,12.996333,77.597801,F-01-03,D-010302,,,LT-8m-Steel,W-036,560029,KSPDB-D-010302-P-c95b8b
P-2c9db1,12.996261,77.598147,F-01-03,D-010302,,,LT-9m-PCC,W-079,560041,KSPDB-D-010302-P-2c9db1
P-2cd3fc,12.996142,77.598467,F-01-03,D-010302,,,LT-9m-Steel,W-038,560080,KSPDB-D-010302-P-2cd3fc
P-8284bc,12.995985,77.598781,F-01-03,D-010302,,,LT-8m-Steel,W-008,560059,KSPDB-D-010302-P-8284bc
P-671720,12.996358,77.597568,F-01-03,D-010302,,,LT-9m-PCC,W-054,560077,KSPDB-D-010302-P-671720
P-8cdfcd,12.996191,77.597658,F-01-03,D-010302,,,LT-9m-PCC,W-081,560079,
P-ed2de3,12.996048,77.597764,F-01-03,D-010302,,,LT-9m-PCC,W-049,560055,KSPDB-D-010302-P-ed2de3
P-7a0565,12.996237,77.59786,F-01-03,D-010302,,,LT-8m-Steel,W-070,560054,KSPDB-D-010302-P-7a0565
P-0a7e8b,12.996437,77.597978,F-01-03,D-010302,,,LT-9m-Steel,W-065,560044,KSPDB-D-010302-P-0a7e8b
P-62c26e,12.996683,77.598084,F-01-03,D-010302,,,LT-9m-PCC,W-004,560038,KSPDB-D-010302-P-62c26e
P-11b521,12.996939,77.598246,F-01-03,D-010302,,,LT-9m-PCC,W-115,560045,KSPDB-D-010302-P-11b521
P-10e478,12.997112,77.598438,F-01-03,D-010302,,,LT-9m-PCC,W-104,560077,KSPDB-D-010302-P-10e478
P-2fa4c0,12.9973,77.598607,F-01-03,D-010302,,,LT-8m-Steel,W-099,560039,KSPDB-D-010302-P-2fa4c0
P-4fa3c7,12.995903,77.597847,F-01-03,D-010302,,,LT-9m-PCC,W-013,560040,KSPDB-D-010302-P-4fa3c7
P-ad98a4,12.995764,77.597927,F-01-03,D-010302,,,LT-8m-Steel,W-069,560017,KSPDB-D-010302-P-ad98a4
P-53555b,12.99559,77.597979,F-01-03,D-010302,,,LT-9m-PCC,W-074,560059,KSPDB-D-010302-P-53555b
P-252ad2,12.995464,77.59809,F-01-03,D-010302,,,LT-8m-Steel,W-120,560032,KSPDB-D-010302-P-252ad2
P-386dbd,12.99529,77.598129,F-01-03,D-010302,,,LT-9m-PCC,W-031,560099,KSPDB-D-010302-P-386dbd
P-578df9,12.995182,77.598251,F-01-03,D-010302,,,LT-8m-Steel,W-117,560099,
P-528af5,12.995029,77.598366,F-01-03,D-010302,,,LT-8m-Steel,W-073,560082,KSPDB-D-010302-P-528af5
P-d6b226,12.994869,77.598399,F-01-03,D-010302,,,LT-9m-PCC,W-108,560073,KSPDB-D-010302-P-d6b226
P-a4b3ae,12.994756,77.598519,F-01-03,D-010302,,,LT-9m-Steel,W-040,560014,KSPDB-D-010302-P-a4b3ae
P-effce7,12.994628,77.59862,F-01-03,D-010302,,,LT-9m-PCC,W-008,560038,
P-bb61ca,12.99453,77.598699,F-01-03,D-010302,,,LT-9m-PCC,W-068,560052,KSPDB-D-010302-P-bb61ca
P-640f0f,12.994392,77.598766,F-01-03,D-010302,,,LT-9m-Steel,W-026,560053,KSPDB-D-010302-P-640f0f
P-6623e4,12.994284,77.598838,F-01-03,D-010302,,,LT-9m-Steel,W-023,560051,KSPDB-D-010302-P-6623e4
P-7b582b,12.994193,77.598962,F-01-03,D-010302,,,LT-9m-PCC,W-003,560028,KSPDB-D-010302-P-7b582b
P-61ffff,12.994107,77.599019,F-01-03,D-010302,,,LT-9m-PCC,W-109,560056,KSPDB-D-010302-P-61ffff
P-ff0d1e,12.993959,77.599141,F-01-03,D-010302,,,LT-9m-PCC,W-048,560094,KSPDB-D-010302-P-ff0d1e
P-270a97,12.993813,77.599207,F-01-03,D-010302,,,LT-8m-Steel,W-076,560048,KSPDB-D-010302-P-270a97
P-cb9588,12.993674,77.599335,F-01-03,D-010302,,,LT-8m-Steel,W-018,560065,KSPDB-D-010302-P-cb9588
P-3ac285,12.993525,77.599471,F-01-03,D-010302,,,LT-9m-Steel,W-063,560032,KSPDB-D-010302-P-3ac285
P-cddb3f,12.99342,77.599572,F-01-03,D-010302,,,LT-9m-Steel,W-072,560088,KSPDB-D-010302-P-cddb3f
P-898451,12.993247,77.599705,F-01-03,D-010302,,,LT-8m-Steel,W-029,560032,
P-ef190d,12.993072,77.599839,F-01-03,D-010302,,,LT-8m-Steel,W-040,560047,KSPDB-D-010302-P-ef190d
P-4f350f,12.992918,77.599882,F-01-03,D-010302,,,LT-9m-PCC,W-023,560099,KSPDB-D-010302-P-4f350f
P-32d935,12.992818,77.599924,F-01-03,D-010302,,,LT-9m-Steel,W-051,560082,KSPDB-D-010302-P-32d935
P-650243,12.992725,77.599958,F-01-03,D-010302,,,LT-9m-PCC,W-024,560088,KSPDB-D-010302-P-650243
P-81d15a,12.992551,77.600082,F-01-03,D-010302,,,LT-9m-PCC,W-082,560073,
P-941407,12.992464,77.600122,F-01-03,D-010302,,,LT-9m-PCC,W-043,560040,KSPDB-D-010302-P-941407
P-900ce8,12.992357,77.600182,F-01-03,D-010302,,,LT-8m-Steel,W-041,560021,KSPDB-D-010302-P-900ce8
P-920fee,12.992234,77.600256,F-01-03,D-010302,,,LT-9m-Steel,W-086,560052,KSPDB-D-010302-P-920fee
P-3282e5,12.992054,77.600323,F-01-03,D-010302,,,LT-8m-Steel,W-002,560041,
P-1fbd09,12.991936,77.600411,F-01-03,D-010302,,,LT-9m-Steel,W-009,560023,KSPDB-D-010302-P-1fbd09
P-69d39d,12.994434,77.611574,F-01-03,D-010303,,,LT-9m-Steel,W-001,560066,KSPDB-D-010303-P-69d39d
P-3760db,12.994567,77.611415,F-01-03,D-010303,,,LT-9m-Steel,W-054,560062,KSPDB-D-010303-P-3760db
P-88015c,12.994607,77.611195,F-01-03,D-010303,,,LT-8m-Steel,W-113,560079,KSPDB-D-010303-P-88015c
P-80f755,12.99464,77.610991,F-01-03,D-010303,,,LT-8m-Steel,W-013,560083,KSPDB-D-010303-P-80f755
P-2089c9,12.994555,77.610749,F-01-03,D-010303,,,LT-9m-Steel,W-098,560030,KSPDB-D-010303-P-2089c9
P-14ac08,12.994498,77.610467,F-01-03,D-010303,,,LT-8m-Steel,W-010,560014,KSPDB-D-010303-P-14ac08
P-112a31,12.994367,77.610258,F-01-03,D-010303,,,LT-8m-Steel,W-003,560023,KSPDB-D-010303-P-112a31
P-6065d5,12.994292,77.609982,F-01-03,D-010303,,,LT-9m-PCC,W-044,560058,KSPDB-D-010303-P-6065d5
P-b432f5,12.994765,77.610768,F-01-03,D-010303,,,LT-9m-PCC,W-094,560021,KSPDB-D-010303-P-b432f5
P-65e910,12.994822,77.610556,F-01-03,D-010303,,,LT-8m-Steel,W-077,560071,KSPDB-D-010303-P-65e910
P-c4f083,12.995067,77.610674,F-01-03,D-010303,,,LT-9m-Steel,W-004,560093,KSPDB-D-010303-P-c4f083
P-95db1b,12.995331,77.610808,F-01-03,D-010303,,,LT-9m-PCC,W-078,560030,
P-bc24fa,12.994902,77.610343,F-01-03,D-010303,,,LT-9m-PCC,W-013,560034,KSPDB-D-010303-P-bc24fa
P-5eb38e,12.994992,77.610165,F-01-03,D-010303,,,LT-8m-Steel,W-090,560079,KSPDB-D-010303-P-5eb38e
P-c91c0e,12.995126,77.609958,F-01-03,D-010303,,,LT-8m-Steel,W-085,560040,KSPDB-D-010303-P-c91c0e
P-0b709c,12.995258,77.609789,F-01-03,D-010303,,,LT-9m-PCC,W-007,560080,KSPDB-D-010303-P-0b709c
P-c8466f,12.995317,77.60961,F-01-03,D-010303,,,LT-8m-Steel,W-020,560010,KSPDB-D-010303-P-c8466f
P-3e1020,12.995419,77.60945,F-01-03,D-010303,,,LT-8m-Steel,W-012,560094,KSPDB-D-010303-P-3e1020
P-2cb3bc,12.995453,77.609276,F-01-03,D-010303,,,LT-9m-Steel,W-077,560022,KSPDB-D-010303-P-2cb3bc
P-8f66d3,13.005345,77.589014,F-02-01,D-020101,1,,LT-9m-PCC,W-027,560047,
P-171b76,13.00511,77.588754,F-02-01,D-020101,2,P-8f66d3,LT-9m-PCC,W-061,560049,KSPDB-D-020101-P-171b76
P-85797f,13.004865,77.588568,F-02-01,D-020101,3,P-171b76,LT-8m-Steel,W-061,560094,KSPDB-D-020101-P-85797f
P-f4dcb1,13.005006,77.588307,F-02-01,D-020101,4,P-85797f,LT-8m-Steel,W-012,560059,KSPDB-D-020101-P-f4dcb1
P-bab90c,13.005135,77.587981,F-02-01,D-020101,5,P-f4dcb1,LT-9m-PCC,W-048,560057,KSPDB-D-020101-P-bab90c
P-7c4ffd,13.005302,77.587744,F-02-01,D-020101,6,P-bab90c,LT-9m-PCC,W-058,560066,KSPDB-D-020101-P-7c4ffd
P-7ec3c2,13.005467,77.5875,F-02-01,D-020101,7,P-7c4ffd,LT-8m-Steel,W-034,560044,KSPDB-D-020101-P-7ec3c2
P-8a5e0f,13.004703,77.588325,F-02-01,D-020101,8,P-85797f,LT-9m-Steel,W-008,560099,KSPDB-D-020101-P-8a5e0f
P-47f25f,13.004504,77.588141,F-02-01,D-020101,9,P-8a5e0f,LT-9m-Steel,W-013,560054,KSPDB-D-020101-P-47f25f
P-c3b734,13.004291,77.587883,F-02-01,D-020101,10,P-47f25f,LT-9m-Steel,W-053,560085,KSPDB-D-020101-P-c3b734
P-193397,13.004056,77.587715,F-02-01,D-020101,11,P-c3b734,LT-9m-PCC,W-071,560059,KSPDB-D-020101-P-193397
P-dc840e,13.003883,77.587549,F-02-01,D-020101,12,P-193397,LT-9m-Steel,W-054,560097,KSPDB-D-020101-P-dc840e
P-299f20,13.003719,77.587318,F-02-01,D-020101,13,P-dc840e,LT-8m-Steel,W-074,560070,KSPDB-D-020101-P-299f20
P-123527,13.003471,77.587105,F-02-01,D-020101,14,P-299f20,LT-8m-Steel,W-011,560014,KSPDB-D-020101-P-123527
P-412370,13.003292,77.586906,F-02-01,D-020101,15,P-123527,LT-9m-Steel,W-074,560083,KSPDB-D-020101-P-412370
P-675d31,13.003129,77.586735,F-02-01,D-020101,16,P-412370,LT-9m-Steel,W-080,560067,KSPDB-D-020101-P-675d31
P-b72173,13.003156,77.586801,F-02-01,D-020101,17,P-675d31,LT-9m-PCC,W-022,560034,KSPDB-D-020101-P-b72173
P-7f0e7e,13.003148,77.5869,F-02-01,D-020101,18,P-b72173,LT-9m-PCC,W-006,560097,KSPDB-D-020101-P-7f0e7e
P-7e8267,13.003142,77.58698,F-02-01,D-020101,19,P-7f0e7e,LT-8m-Steel,W-026,560090,
P-39e8be,13.002954,77.586534,F-02-01,D-020101,20,P-675d31,LT-9m-PCC,W-107,560050,KSPDB-D-020101-P-39e8be
P-15eb0e,13.003265,77.586355,F-02-01,D-020101,21,P-39e8be,LT-9m-Steel,W-118,560021,KSPDB-D-020101-P-15eb0e
P-5e104c,13.003618,77.58618,F-02-01,D-020101,22,P-15eb0e,LT-8m-Steel,W-072,560051,KSPDB-D-020101-P-5e104c
P-6515af,13.002752,77.586335,F-02-01,D-020101,23,P-39e8be,LT-8m-Steel,W-067,560011,KSPDB-D-020101-P-6515af
P-46a795,13.002602,77.58611,F-02-01,D-020101,24,P-6515af,LT-9m-Steel,W-080,560063,
P-fa1c91,13.002369,77.585884,F-02-01,D-020101,25,P-46a795,LT-9m-PCC,W-054,560082,KSPDB-D-020101-P-fa1c91
P-447886,13.002427,77.586211,F-02-01,D-020101,26,P-fa1c91,LT-9m-Steel,W-075,560022,KSPDB-D-020101-P-447886
P-368b85,13.002479,77.586513,F-02-01,D-020101,27,P-447886,LT-9m-PCC,W-073,560046,
P-570254,13.002532,77.586806,F-02-01,D-020101,28,P-368b85,LT-9m-Steel,W-113,560062,KSPDB-D-020101-P-570254
P-6dfdf4,13.002663,77.587099,F-02-01,D-020101,29,P-570254,LT-8m-Steel,W-050,560083,KSPDB-D-020101-P-6dfdf4
P-bb69cf,13.002786,77.587422,F-02-01,D-020101,30,P-6dfdf4,LT-9m-Steel,W-061,560045,KSPDB-D-020101-P-bb69cf
P-88e16b,13.002127,77.585643,F-02-01,D-020101,31,P-fa1c91,LT-8m-Steel,W-019,560097,KSPDB-D-020101-P-88e16b
P-2e3402,13.001977,77.58546,F-02-01,D-020101,32,P-88e16b,LT-9m-Steel,W-052,560052,KSPDB-D-020101-P-2e3402
P-bbf061,13.002026,77.585559,F-02-01,D-020101,33,P-2e3402,LT-9m-Steel,W-031,560070,KSPDB-D-020101-P-bbf061
P-47aa41,13.002098,77.585587,F-02-01,D-020101,34,P-bbf061,LT-8m-Steel,W-115,560053,KSPDB-D-020101-P-47aa41
P-6e3f7c,13.002204,77.58561,F-02-01,D-020101,35,P-47aa41,LT-8m-Steel,W-040,560072,KSPDB-D-020101-P-6e3f7c
P-4df499,13.001808,77.585213,F-02-01,D-020101,36,P-2e3402,LT-9m-Steel,W-088,560039,KSPDB-D-020101-P-4df499
P-96cf76,13.00165,77.584978,F-02-01,D-020101,37,P-4df499,LT-9m-PCC,W-039,560066,KSPDB-D-020101-P-96cf76
P-e54d8e,13.001265,77.58519,F-02-01,D-020101,38,P-96cf76,LT-8m-Steel,W-035,560087,KSPDB-D-020101-P-e54d8e
P-dd3083,13.000891,77.585407,F-02-01,D-020101,39,P-e54d8e,LT-9m-Steel,W-012,560037,KSPDB-D-020101-P-dd3083
P-f771b7,13.00056,77.585608,F-02-01,D-020101,40,P-dd3083,LT-8m-Steel,W-095,560076,KSPDB-D-020101-P-f771b7
P-31093c,13.000161,77.585889,F-02-01,D-020101,41,P-f771b7,LT-8m-Steel,W-106,560030,KSPDB-D-020101-P-31093c
P-b19764,12.999785,77.586121,F-02-01,D-020101,42,P-31093c,LT-9m-PCC,W-040,560061,KSPDB-D-020101-P-b19764
P-95d85e,12.999403,77.586325,F-02-01,D-020101,43,P-b19764,LT-9m-PCC,W-100,560082,KSPDB-D-020101-P-95d85e
P-e2e553,13.001479,77.584764,F-02-01,D-020101,44,P-96cf76,LT-9m-PCC,W-023,560035,KSPDB-D-020101-P-e2e553
P-3bcec4,13.00128,77.584576,F-02-01,D-020101,45,P-e2e553,LT-9m-PCC,W-032,560016,KSPDB-D-020101-P-3bcec4
P-8f9e5c,13.001042,77.58436,F-02-01,D-020101,46,P-3bcec4,LT-8m-Steel,W-091,560057,KSPDB-D-020101-P-8f9e5c
P-f6f9fa,13.000797,77.584172,F-02-01,D-020101,47,P-8f9e5c,LT-8m-Steel,W-065,560025,KSPDB-D-020101-P-f6f9fa
P-a14164,13.000603,77.583951,F-02-01,D-020101,48,P-f6f9fa,LT-9m-Steel,W-004,560072,
P-81f18a,13.00036,77.583732,F-02-01,D-020101,49,P-a14164,LT-9m-Steel,W-058,560070,KSPDB-D-020101-P-81f18a
P-583dd6,13.000183,77.583514,F-02-01,D-020101,50,P-81f18a,LT-9m-Steel,W-071,560030,KSPDB-D-020101-P-583dd6
P-c129b0,12.999942,77.583253,F-02-01,D-020101,51,P-583dd6,LT-8m-Steel,W-096,560021,KSPDB-D-020101-P-c129b0
P-98a4c4,12.999699,77.583013,F-02-01,D-020101,52,P-c129b0,LT-8m-Steel,W-004,560030,KSPDB-D-020101-P-98a4c4
P-5d1b10,12.999508,77.582777,F-02-01,D-020101,53,P-98a4c4,LT-9m-Steel,W-100,560038,KSPDB-D-020101-P-5d1b10
P-1710e0,12.999314,77.582556,F-02-01,D-020101,54,P-5d1b10,LT-9m-Steel,W-029,560044,
P-2a0b14,12.999075,77.58236,F-02-01,D-020101,55,P-1710e0,LT-9m-Steel,W-053,560097,KSPDB-D-020101-P-2a0b14
P-6475df,12.998894,77.582171,F-02-01,D-020101,56,P-2a0b14,LT-9m-PCC,W-061,560092,KSPDB-D-020101-P-6475df
P-14da89,12.998668,77.581949,F-02-01,D-020101,57,P-6475df,LT-9m-PCC,W-077,560038,KSPDB-D-020101-P-14da89
P-480ae7,12.998454,77.581727,F-02-01,D-020101,58,P-14da89,LT-8m-Steel,W-078,560049,KSPDB-D-020101-P-480ae7
P-6a161c,12.998215,77.581503,F-02-01,D-020101,59,P-480ae7,LT-9m-Steel,W-091,560064,KSPDB-D-020101-P-6a161c
P-acace2,13.003994,77.599833,F-02-01,D-020102,,,LT-8m-Steel,W-110,560042,KSPDB-D-020102-P-acace2
P-e6e92b,13.004235,77.599555,F-02-01,D-020102,,,LT-9m-PCC,W-060,560076,KSPDB-D-020102-P-e6e92b
P-28c4d6,13.004428,77.599255,F-02-01,D-020102,,,LT-9m-Steel,W-051,560010,KSPDB-D-020102-P-28c4d6
P-d62b0e,13.004686,77.599009,F-02-01,D-020102,,,LT-9m-Steel,W-085,560057,KSPDB-D-020102-P-d62b0e
P-b3fc22,13.004968,77.598735,F-02-01,D-020102,,,LT-9m-Steel,W-083,560046,KSPDB-D-020102-P-b3fc22
P-09a587,13.005208,77.59842,F-02-01,D-020102,,,LT-8m-Steel,W-088,560018,KSPDB-D-020102-P-09a587
P-81ffa9,13.005411,77.598094,F-02-01,D-020102,,,LT-8m-Steel,W-036,560045,KSPDB-D-020102-P-81ffa9
P-2b08fd,13.00563,77.597837,F-02-01,D-020102,,,LT-8m-Steel,W-084,560093,KSPDB-D-020102-P-2b08fd
P-ba1b02,13.005894,77.597588,F-02-01,D-020102,,,LT-8m-Steel,W-025,560040,KSPDB-D-020102-P-ba1b02
P-1cce64,13.00616,77.597315,F-02-01,D-020102,,,LT-9m-PCC,W-104,560086,KSPDB-D-020102-P-1cce64
P-b44492,13.006342,77.597076,F-02-01,D-020102,,,LT-8m-Steel,W-085,560027,KSPDB-D-020102-P-b44492
P-405aa2,13.00655,77.596757,F-02-01,D-020102,,,LT-9m-Steel,W-004,560047,KSPDB-D-020102-P-405aa2
P-4632e4,13.006762,77.596456,F-02-01,D-020102,,,LT-8m-Steel,W-117,560059,KSPDB-D-020102-P-4632e4
P-0b0aee,13.006771,77.5964,F-02-01,D-020102,,,LT-9m-Steel,W-005,560083,KSPDB-D-020102-P-0b0aee
P-3f430c,13.006768,77.596357,F-02-01,D-020102,,,LT-9m-PCC,W-044,560038,
P-09bd32,13.006785,77.596279,F-02-01,D-020102,,,LT-9m-Steel,W-069,560070,KSPDB-D-020102-P-09bd32
P-cd93a0,13.006978,77.596158,F-02-01,D-020102,,,LT-9m-Steel,W-046,560031,KSPDB-D-020102-P-cd93a0
P-c1ebf5,12.993232,77.611523,F-02-01,D-020103,,,LT-9m-Steel,W-113,560047,KSPDB-D-020103-P-c1ebf5
P-f4ed0f,12.99338,77.611323,F-02-01,D-020103,,,LT-9m-PCC,W-061,560043,KSPDB-D-020103-P-f4ed0f
P-9f8a57,12.993479,77.611182,F-02-01,D-020103,,,LT-9m-Steel,W-104,560033,KSPDB-D-020103-P-9f8a57
P-56e7e9,12.993619,77.610975,F-02-01,D-020103,,,LT-9m-Steel,W-116,560021,KSPDB-D-020103-P-56e7e9
P-814564,12.993751,77.610764,F-02-01,D-020103,,,LT-9m-PCC,W-046,560049,KSPDB-D-020103-P-814564
P-c335f4,12.993842,77.610566,F-02-01,D-020103,,,LT-8m-Steel,W-101,560057,KSPDB-D-020103-P-c335f4
P-244ec6,12.993946,77.610355,F-02-01,D-020103,,,LT-8m-Steel,W-075,560025,KSPDB-D-020103-P-244ec6
P-2196fb,12.994034,77.610183,F-02-01,D-020103,,,LT-8m-Steel,W-007,560084,KSPDB-D-020103-P-2196fb
P-baac26,12.994156,77.610058,F-02-01,D-020103,,,LT-9m-Steel,W-080,560034,KSPDB-D-020103-P-baac26
P-ea3cc3,12.994233,77.609937,F-02-01,D-020103,,,LT-9m-Steel,W-016,560058,KSPDB-D-020103-P-ea3cc3
P-397f0f,12.994185,77.609634,F-02-01,D-020103,,,LT-9m-Steel,W-039,560029,KSPDB-D-020103-P-397f0f
P-b4835f,12.994147,77.609353,F-02-01,D-020103,,,LT-9m-PCC,W-026,560082,KSPDB-D-020103-P-b4835f
P-09bdf9,12.994332,77.609767,F-02-01,D-020103,,,LT-8m-Steel,W-019,560033,KSPDB-D-020103-P-09bdf9
P-09d538,12.99442,77.609655,F-02-01,D-020103,,,LT-9m-PCC,W-063,560032,KSPDB-D-020103-P-09d538
P-aa5af5,12.994561,77.609481,F-02-01,D-020103,,,LT-8m-Steel,W-082,560067,KSPDB-D-020103-P-aa5af5
P-abf3a6,12.994642,77.609314,F-02-01,D-020103,,,LT-8m-Steel,W-027,560031,KSPDB-D-020103-P-abf3a6
P-17f086,13.017253,77.599285,F-02-02,D-020201,,,LT-9m-Steel,W-098,560021,KSPDB-D-020201-P-17f086
P-7b7cc5,13.01712,77.599076,F-02-02,D-020201,,,LT-9m-PCC,W-079,560064,KSPDB-D-020201-P-7b7cc5
P-03b462,13.017037,77.598816,F-02-02,D-020201,,,LT-8m-Steel,W-055,560059,KSPDB-D-020201-P-03b462
P-a3caff,13.016835,77.598529,F-02-02,D-020201,,,LT-9m-PCC,W-005,560057,KSPDB-D-020201-P-a3caff
P-d0aa43,13.016654,77.598299,F-02-02,D-020201,,,LT-9m-PCC,W-115,560077,KSPDB-D-020201-P-d0aa43
P-544855,13.016422,77.598063,F-02-02,D-020201,,,LT-9m-PCC,W-003,560090,KSPDB-D-020201-P-544855
P-490283,13.016928,77.598603,F-02-02,D-020201,,,LT-9m-Steel,W-032,560054,KSPDB-D-020201-P-490283
P-a16bb4,13.016826,77.598422,F-02-02,D-020201,,,LT-8m-Steel,W-017,560074,KSPDB-D-020201-P-a16bb4
P-46b2a6,13.016759,77.59817,F-02-02,D-020201,,,LT-9m-Steel,W-040,560015,KSPDB-D-020201-P-46b2a6
P-f9970d,13.016639,77.597952,F-02-02,D-020201,,,LT-8m-Steel,W-038,560076,
P-1110aa,13.016532,77.597704,F-02-02,D-020201,,,LT-9m-Steel,W-068,560097,KSPDB-D-020201-P-1110aa
P-bb0997,13.016533,77.597349,F-02-02,D-020201,,,LT-9m-PCC,W-044,560072,KSPDB-D-020201-P-bb0997
P-376d36,13.016537,77.597076,F-02-02,D-020201,,,LT-8m-Steel,W-097,560061,KSPDB-D-020201-P-376d36
P-462087,13.016516,77.596767,F-02-02,D-020201,,,LT-9m-PCC,W-030,560026,KSPDB-D-020201-P-462087
P-15fd1b,13.016478,77.596463,F-02-02,D-020201,,,LT-9m-PCC,W-094,,
P-352ef2,13.016475,77.596194,F-02-02,D-020201,,,LT-9m-Steel,W-022,560093,KSPDB-D-020201-P-352ef2
P-1ab66b,13.016409,77.597504,F-02-02,D-020201,,,LT-9m-PCC,W-049,560042,
P-64fc76,13.016274,77.597269,F-02-02,D-020201,,,LT-9m-Steel,W-080,560016,KSPDB-D-020201-P-64fc76
P-54f1c6,13.016111,77.596995,F-02-02,D-020201,,,LT-9m-Steel,W-014,560012,KSPDB-D-020201-P-54f1c6
P-be20d5,13.015978,77.596786,F-02-02,D-020201,,,LT-9m-PCC,W-089,560066,KSPDB-D-020201-P-be20d5
P-11fedb,13.015826,77.596527,F-02-02,D-020201,,,LT-8m-Steel,W-016,560070,KSPDB-D-020201-P-11fedb
P-c49fa9,13.015703,77.596297,F-02-02,D-020201,,,LT-9m-Steel,W-020,560097,KSPDB-D-020201-P-c49fa9
